"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"237","RT @racernic: how do you spell Waldo? A A P L  $AAPL https://t.co/BokfM8X8lI",FALSE,0,NA,2017-08-02 14:12:28,FALSE,NA,"892749947459817474",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","JOIK11",1,TRUE,FALSE,NA,NA
"238","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:12:28,FALSE,NA,"892749946566430721",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ElliottFirh1t9",708,TRUE,FALSE,NA,NA
"239","RT @ValaAfshar: Apple has $261.5 billion in cash. It could buy: 

Uber
Tesla
Netflix
Airbnb
Twitter

...and still have $29 billion left. $A‚Ä¶",FALSE,0,NA,2017-08-02 14:12:27,FALSE,NA,"892749943538159616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WizardKittySA",1254,TRUE,FALSE,NA,NA
"240","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:12:26,FALSE,NA,"892749939222102016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_Rickyoes_R",708,TRUE,FALSE,NA,NA
"241","RT @ValaAfshar: Apple has $261.5 billion in cash. It could buy: 

Uber
Tesla
Netflix
Airbnb
Twitter

...and still have $29 billion left. $A‚Ä¶",FALSE,0,NA,2017-08-02 14:12:18,FALSE,NA,"892749905592057856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joshuaothmane",1254,TRUE,FALSE,NA,NA
"242","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:12:12,FALSE,NA,"892749880032100353",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","iHveResearchLba",708,TRUE,FALSE,NA,NA
"243","@w_sofapicige ""dump"" or ""jump""? $aapl",FALSE,0,"w_sofapicige",2017-08-02 14:12:11,FALSE,"892749097672876032","892749875514925058","3261031729","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CausalNexus",0,FALSE,FALSE,NA,NA
"244","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:12:09,FALSE,NA,"892749866144862208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","yRanTxa",708,TRUE,FALSE,NA,NA
"245","$AAPL #Earnings Trade good for 400% Profits",FALSE,0,NA,2017-08-02 14:12:07,FALSE,NA,"892749860167798785",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KeeneOnMarket",0,FALSE,FALSE,NA,NA
"246","$AAPL:

3 Takeaways From Apple Inc.‚Äôs (AAPL) Blowout Quarter:

https://t.co/omWqeU3vqv",FALSE,0,NA,2017-08-02 14:12:03,FALSE,NA,"892749843512217601",NA,"<a href=""http://www.stocknewswires.com"" rel=""nofollow"">StockNewsWires</a>","StockNewsWires",0,FALSE,FALSE,NA,NA
"247","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:12:03,FALSE,NA,"892749840056164352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","binsarsevenolfd",708,TRUE,FALSE,NA,NA
"248","Back in $AAPL 160 call",FALSE,0,NA,2017-08-02 14:12:02,FALSE,NA,"892749839443931138",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","TrendSurf3r",0,FALSE,FALSE,NA,NA
"249","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:11:51,FALSE,NA,"892749792153001985",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","saportoolif",708,TRUE,FALSE,NA,NA
"250","RT @ValaAfshar: Apple has $261.5 billion in cash. It could buy all:

NFL teams Ì†ºÌøà
NBA teams Ì†ºÌøÄ
MLB teams ‚öæÔ∏è
NHL teams Ì†ºÌøí

and still have $75B‚Ä¶",FALSE,0,NA,2017-08-02 14:11:46,FALSE,NA,"892749768832811008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","R_Miller12",323,TRUE,FALSE,NA,NA
"251","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:11:45,FALSE,NA,"892749767301750786",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","beckerwillasmi",708,TRUE,FALSE,NA,NA
"252","RT @ValaAfshar: Apple has $261.5 billion in cash. It could buy: 

Uber
Tesla
Netflix
Airbnb
Twitter

...and still have $29 billion left. $A‚Ä¶",FALSE,0,NA,2017-08-02 14:11:43,FALSE,NA,"892749756954529794",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MohamedBassit",1254,TRUE,FALSE,NA,NA
"253","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:11:38,FALSE,NA,"892749739225174016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jfsontclark",708,TRUE,FALSE,NA,NA
"254","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:11:28,FALSE,NA,"892749696216772608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","amrtechoths",708,TRUE,FALSE,NA,NA
"255","Apple Inc. $AAPL Price Target Raised to $190.00 https://t.co/wAH4YFGTr1",FALSE,0,NA,2017-08-02 14:11:27,FALSE,NA,"892749689648447488",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","IRAMarketReport",0,FALSE,FALSE,NA,NA
"256","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:11:26,FALSE,NA,"892749687849193472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sedenqutis",708,TRUE,FALSE,NA,NA
"257","$AAPL lol PT raises after gap up looking similar to nflx",FALSE,0,NA,2017-08-02 14:11:21,FALSE,NA,"892749667162873856",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","w_sofapicige",0,FALSE,FALSE,NA,NA
"258","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:11:17,FALSE,NA,"892749648510803969",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Butterfly_Alely",708,TRUE,FALSE,NA,NA
"259","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:11:15,FALSE,NA,"892749641246277632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Edgewoo_dDC",708,TRUE,FALSE,NA,NA
"260","$LL massive winner so far amazing day hit $MTBC this morning long and $FCX. lost a little on $RDFN and fucked up‚Ä¶ https://t.co/HDl6i7opQo",FALSE,0,NA,2017-08-02 14:11:15,TRUE,NA,"892749638935101440",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","trickmitch1",0,FALSE,FALSE,NA,NA
"261","RT @DividendMaster: i'm so old i recall $AAPL earning $1.85 on $49.6bln in revs in Q3 2015 

stock was $110-120 back then 

now $157 on $1.‚Ä¶",FALSE,0,NA,2017-08-02 14:11:13,FALSE,NA,"892749632589242369",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","philly76fan215",40,TRUE,FALSE,NA,NA
"262","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:11:12,FALSE,NA,"892749629195943937",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Decorationhtun",708,TRUE,FALSE,NA,NA
"263","Ì†ºÌºè to Ì†ºÌΩé.... You are moving in the wrong direction. 

$AAPL $AVGO $FB $NFLX $BA",FALSE,0,NA,2017-08-02 14:11:07,FALSE,NA,"892749606458580992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChoZynWordZ",0,FALSE,FALSE,NA,NA
"264","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:11:04,FALSE,NA,"892749595972780033",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_qlkwkbrbs",708,TRUE,FALSE,NA,NA
"265","Apple Inc. $AAPL Price Target Raised to $190.00 https://t.co/3MhvSKfgbB",FALSE,0,NA,2017-08-02 14:11:04,FALSE,NA,"892749593959596032",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","dakotafinancial",0,FALSE,FALSE,NA,NA
"266","RT @SJosephBurns: Revenue Growth, year-over-year...
$FB: +45%
$NFLX: +33%
$AMZN: +25%
$GOOGL: +21%
$AAPL: +6% 

Via @charliebilello https:/‚Ä¶",FALSE,0,NA,2017-08-02 14:11:00,FALSE,NA,"892749579640336386",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sv_capitalhldg",18,TRUE,FALSE,NA,NA
"267","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:11:00,FALSE,NA,"892749576180047872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Thunda_Clo1ud1",708,TRUE,FALSE,NA,NA
"268","$aapl sep15 160c now at 3.25  oct20  160c now at 4.94  - these are perfect examples of using 20/80 rule to leverage on BIG wins.",FALSE,9,NA,2017-08-02 14:10:56,FALSE,NA,"892749560950530048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","option_snipper",1,FALSE,FALSE,NA,NA
"269","$AAPL) up 5.55%!",FALSE,0,NA,2017-08-02 14:10:54,FALSE,NA,"892749551819476992",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","somuchtest",0,FALSE,FALSE,NA,NA
"270","Barclays PLC Boosts Apple Inc. $AAPL Price Target to $146.00 https://t.co/LTX9SNuwhk",FALSE,0,NA,2017-08-02 14:10:50,FALSE,NA,"892749536002793472",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","dailymailtimes",0,FALSE,FALSE,NA,NA
"271","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:10:48,FALSE,NA,"892749529270951937",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","garygenhs",708,TRUE,FALSE,NA,NA
"272","Boy the market seems super excited about $AAPL  Really taking off eh!",FALSE,0,NA,2017-08-02 14:10:48,FALSE,NA,"892749528893444105",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","takingstock614",0,FALSE,FALSE,NA,NA
"273","RT @StevePTrading: $AAPL $160 is the top for this month we will NOT go any higher time to write some FAT premiums.",FALSE,0,NA,2017-08-02 14:10:45,FALSE,NA,"892749516734115840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nhlanhla_ILLOT",1,TRUE,FALSE,NA,NA
"274","RT @GrokTrade: APPLE INC $AAPL $157.89  
New 52 week high on earnings report.",FALSE,0,NA,2017-08-02 14:10:43,FALSE,NA,"892749507397603328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lissasmith81",2,TRUE,FALSE,NA,NA
"275","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:10:40,FALSE,NA,"892749493572993024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","yPorelz",708,TRUE,FALSE,NA,NA
"276","LOL @davidfaber Guy says to buy $AAPL because of AR then doesn't know what AR stands for on @CNBCnow",FALSE,0,NA,2017-08-02 14:10:35,FALSE,NA,"892749472509440009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jeffgent99",0,FALSE,FALSE,NA,NA
"277","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:10:34,FALSE,NA,"892749470852685824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MrHill2_47",708,TRUE,FALSE,NA,NA
"278","Barclays PLC Boosts Apple Inc. $AAPL Price Target to $146.00 https://t.co/ARaxxvJiX0",FALSE,0,NA,2017-08-02 14:10:19,FALSE,NA,"892749405757079553",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","SPNewsAnalysis",0,FALSE,FALSE,NA,NA
"279","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:10:19,FALSE,NA,"892749405094387712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Miosots53i1",708,TRUE,FALSE,NA,NA
"280","RT @StockTwits: Here's what every Wall Street bank thinks about $AAPL after earnings.

Via @Street_Insider https://t.co/KTBdGlDSso https://‚Ä¶",FALSE,0,NA,2017-08-02 14:10:18,FALSE,NA,"892749403005612032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sv_capitalhldg",19,TRUE,FALSE,NA,NA
"281","RT @racernic: $AAPL hit 22k...oops I mean the DOW hit 22k. yeah thats what i mean :-)https://t.co/7LS0DhxRC3 $DJIA",FALSE,0,NA,2017-08-02 14:10:15,FALSE,NA,"892749390108135425",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","steve_lear",2,TRUE,FALSE,NA,NA
"282","Back into AAPL $AAPL https://t.co/81XLmyJvBf TV_TradingIdeas",FALSE,0,NA,2017-08-02 14:10:15,FALSE,NA,"892749389587939329",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ApprendreT",0,FALSE,FALSE,NA,NA
"283","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:10:12,FALSE,NA,"892749377692815361",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","babylinnnnmae",708,TRUE,FALSE,NA,NA
"284","RT @GerberKawasaki: #stocks start mixed #DOW breaks lucky 22k! Apple drives it over the top. Up $8 after a good #earnings report. $aapl htt‚Ä¶",FALSE,0,NA,2017-08-02 14:10:12,FALSE,NA,"892749375620775936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gksportsgroup",2,TRUE,FALSE,NA,NA
"285","RT @ValaAfshar: Apple has $261.5 billion in cash. It could buy: 

Uber
Tesla
Netflix
Airbnb
Twitter

...and still have $29 billion left. $A‚Ä¶",FALSE,0,NA,2017-08-02 14:10:11,FALSE,NA,"892749370856222722",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rabbiel_TZ",125,TRUE,FALSE,NA,NA
"286","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:10:09,FALSE,NA,"892749365898612737",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","acid75sdi",708,TRUE,FALSE,NA,NA
"287","$AAPL April 2018 160/175 call spreads popular this morning, 3K",FALSE,5,NA,2017-08-02 14:10:07,FALSE,NA,"892749355777765376",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","OptionsHawk",3,FALSE,FALSE,NA,NA
"288","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:10:04,FALSE,NA,"892749342519570432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","smalglkp",708,TRUE,FALSE,NA,NA
"289","RT @GrokTrade: APPLE INC $AAPL $157.89  
New 52 week high on earnings report.",FALSE,0,NA,2017-08-02 14:10:02,FALSE,NA,"892749335431172096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Almighty__Keefy",2,TRUE,FALSE,NA,NA
"290","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:10:00,FALSE,NA,"892749326413250561",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","machinistelna",708,TRUE,FALSE,NA,NA
"291","RT @ValaAfshar: Apple has $261.5 billion in cash. It could buy: 

Uber
Tesla
Netflix
Airbnb
Twitter

...and still have $29 billion left. $A‚Ä¶",FALSE,0,NA,2017-08-02 14:09:56,FALSE,NA,"892749309363531776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kareemshirazi",1254,TRUE,FALSE,NA,NA
"292","$AAPL $160 is the top for this month we will NOT go any higher time to write some FAT premiums.",FALSE,0,NA,2017-08-02 14:09:50,FALSE,NA,"892749282574557184",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","StevePTrading",1,FALSE,FALSE,NA,NA
"293","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:09:49,FALSE,NA,"892749280234029057",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","naazkt",708,TRUE,FALSE,NA,NA
"294","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:09:46,FALSE,NA,"892749265809940484",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","suturetutorplsu",708,TRUE,FALSE,NA,NA
"295","RT @OptionsHawk: And from that day, Apple $AAPL never traded lower again, lol https://t.co/kCj72Q6Sv0",FALSE,0,NA,2017-08-02 14:09:44,FALSE,NA,"892749258511622144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thomaspan",27,TRUE,FALSE,NA,NA
"296","RT @StockTwits: If you missed it, don't worry. Here's  $AAPL earnings in 50 seconds Ì†ΩÌ∏éÌ†ΩÌπå https://t.co/KwXK5xlZHU",FALSE,0,NA,2017-08-02 14:09:44,FALSE,NA,"892749257626857472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sv_capitalhldg",9,TRUE,FALSE,NA,NA
"297","RT @ibadaan: I don't see why $AAPL should grow a further, lofty $200bn Market Cap, to break $1 Trillion valuation. Shows Stock Markets are‚Ä¶",FALSE,0,NA,2017-08-02 14:09:44,FALSE,NA,"892749257559724034",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sonwabile_Q",2,TRUE,FALSE,NA,NA
"298","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:09:43,FALSE,NA,"892749256381145088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaidkenony",708,TRUE,FALSE,NA,NA
"299","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:09:38,FALSE,NA,"892749234759512065",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","seanvand42ma0",708,TRUE,FALSE,NA,NA
"300","Back into AAPL $AAPL https://t.co/QvzUBYZ10f",FALSE,0,NA,2017-08-02 14:09:31,FALSE,NA,"892749203490746369",NA,"<a href=""https://www.tradingview.com"" rel=""nofollow"">TradingView</a>","TV_TradingIdeas",0,FALSE,FALSE,NA,NA
"301","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:09:21,FALSE,NA,"892749164257398784",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LiyahrstA",708,TRUE,FALSE,NA,NA
"302","RT @tendollarcalls: Out $AAPL $155 P @.32 ... nice little $1k + gain https://t.co/xk50xNolwP",FALSE,0,NA,2017-08-02 14:09:18,FALSE,NA,"892749151171162114",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nhlanhla_ILLOT",1,TRUE,FALSE,NA,NA
"303","RT @OphirGottlieb: https://t.co/FZNlYvovzC
Apple Shocks the Doubters With Q3 Beat and Strong Guidance: What Wall Street's Saying
-
$AAPL",FALSE,0,NA,2017-08-02 14:09:18,FALSE,NA,"892749149065576448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TrlshhD",2,TRUE,FALSE,NA,NA
"304","It's hard to move $AAPL 5% in one day. Here's why yesterday's Q3 earnings were good enough to do just that: https://t.co/Y9SezyJFth",FALSE,0,NA,2017-08-02 14:09:16,FALSE,NA,"892749141662629892",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","Divinebizkid",0,FALSE,FALSE,NA,NA
"305","Stevens First Principles Investment Advisors Has Decreased Apple $AAPL Stake By $2.73 Million - ...",FALSE,0,NA,2017-08-02 14:09:15,FALSE,NA,"892749136264613888",NA,"<a href=""http://normanobserver.com"" rel=""nofollow"">Norman Observer</a>","TonyaLarson19",0,FALSE,FALSE,NA,NA
"306","RT @MadMoneyOnCNBC: $AAPL up 5+% after hours, and earnings just got a lot juicier https://t.co/gfZqw9RvEf https://t.co/z0GDCyPsva",FALSE,0,NA,2017-08-02 14:09:12,FALSE,NA,"892749125904736256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SwlftSMSGateway",49,TRUE,FALSE,NA,NA
"307","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:09:08,FALSE,NA,"892749107726434305",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","itmschaeffe1r",708,TRUE,FALSE,NA,NA
"308","RT @ValaAfshar: Apple has $261.5 billion in cash. It could buy: 

Uber
Tesla
Netflix
Airbnb
Twitter

...and still have $29 billion left. $A‚Ä¶",FALSE,0,NA,2017-08-02 14:09:08,FALSE,NA,"892749106388643840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","seveerDJ",1254,TRUE,FALSE,NA,NA
"309","$AAPL this dump is surprising for a big company",FALSE,0,NA,2017-08-02 14:09:06,FALSE,NA,"892749097672876032",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","w_sofapicige",0,FALSE,FALSE,NA,NA
"310","RT @OptionsHawk: And from that day, Apple $AAPL never traded lower again, lol https://t.co/kCj72Q6Sv0",FALSE,0,NA,2017-08-02 14:09:04,FALSE,NA,"892749093126189056",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","oceanview6118",27,TRUE,FALSE,NA,NA
"311","RT @philstockworld: Whipsaw Wednesday - The View from Dow 22,000 #Dow22000 $DIA $DXD $AAPL #Oil #Dollar -- https://t.co/e0RxvmkO6D https://‚Ä¶",FALSE,0,NA,2017-08-02 14:09:02,FALSE,NA,"892749081218605056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","stevenloccurio",708,TRUE,FALSE,NA,NA
"312","#badcryptopodcast's video https://t.co/7hISTSKRQF #Dow22K #iG #BillnTed $AAPL $fB $TSLA #cryptocurrency what a time to be alive!!!!",FALSE,0,NA,2017-08-02 14:08:56,FALSE,NA,"892749058103812097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DJWarrenYoung",0,FALSE,FALSE,NA,NA
"313","Took a $16 bearish shot on $AAPL yesterday. Now at $6 w/ 3 wks left.
Anyone spot me a ten so I can call it even &amp; not have to tuck tail?",FALSE,2,NA,2017-08-02 14:08:49,FALSE,NA,"892749030467522560",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RetroWallSt",0,FALSE,FALSE,NA,NA
